"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-03-31 ~ 2026-03-30"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 전체"
"읍면동 : 전체"
"면적 : 60㎡초과~85㎡이하"
"금액선택 : 95000 ~ 115000 만원"
"NO","시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","동","층","매수자","매도자","건축년도","도로명","해제사유발생일","거래유형","중개사소재지","등기일자"
"4715","경기도 용인시 기흥구 마북동","629","0629","0000","삼거마을삼성래미안1","84.9900","202505","15","96,400","101","11","개인","개인","2002","용구대로2394번길 27","-","중개거래","경기 용인시 기흥구","25.08.14"
"4716","경기도 광명시 일직동","518","0518","0000","광명역파크자이","84.9314","202505","15","112,000","104동","6","개인","개인","2017","광명역로 26","-","중개거래","경기 광명시","25.09.02"
"4717","경기도 광명시 철산동","241","0241","0000","주공13","83.5200","202505","15","96,000","1316","3","개인","개인","1986","철산로 57","-","중개거래","경기 광명시, 서울 서초구","25.08.05"
"4718","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","84.9800","202505","15","106,000","-","19","개인","개인","2023","금광로 11","20250715","중개거래","경기 성남시 중원구","-"
"4719","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","84.5600","202505","15","106,000","109","19","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","25.08.29"
"4720","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","83.8821","202505","15","102,500","507","11","개인","개인","2003","진산로 90","-","중개거래","경기 용인시 수지구","25.06.25"
"4721","경기도 수원시 영통구 망포동","728","0728","0000","힐스테이트영통","84.8897","202505","15","107,000","102동","24","개인","개인","2017","덕영대로 1462-14","-","중개거래","경기 수원시 영통구","26.01.19"
"4722","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","84.9400","202505","14","113,000","902","3","개인","개인","2015","동탄대로시범길 276","-","중개거래","경기 화성시","25.12.19"
"4723","경기도 안양시 동안구 평촌동","898-2","0898","0002","초원마을대림","84.9200","202505","14","100,000","-","4","개인","개인","1993","귀인로 237","20250627","중개거래","경기 안양시 동안구","-"
"4724","경기도 안양시 동안구 평촌동","898-2","0898","0002","초원마을대림","84.9200","202505","14","100,000","210","4","개인","개인","1993","귀인로 237","-","중개거래","경기 안양시 동안구","25.06.27"
"4725","경기도 수원시 영통구 망포동","728","0728","0000","힐스테이트영통","84.8897","202505","14","105,700","108동","16","개인","개인","2017","덕영대로 1462-14","-","중개거래","경기 수원시 영통구","25.09.19"
"4726","경기도 광명시 철산동","634","0634","0000","철산래미안자이","84.6600","202505","14","110,600","111","10","개인","개인","2009","디지털로 56","-","중개거래","경기 광명시","25.08.18"
"4727","경기도 고양시 일산서구 대화동","2603","2603","0000","한화 포레나 킨텍스","84.4278","202505","14","109,500","106동","44","개인","개인","2019","킨텍스로 240","-","중개거래","경기 고양시 일산서구","25.09.11"
"4728","경기도 하남시 선동","445","0445","0000","미사강변리슈빌엔에이치에프","84.9600","202505","14","95,000","407동","11","개인","개인","2018","미사강변북로 25","-","중개거래","경기 하남시","25.05.26"
"4729","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","84.9800","202505","14","110,000","907","13","개인","개인","2015"," 276","-","중개거래","경기 , 경기 화성시 동탄구","25.07.30"
"4730","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","84.9400","202505","14","113,000","-","3","개인","개인","2015","동탄대로시범길 276","20251031","중개거래","경기 화성시","-"
"4731","경기도 수원시 영통구 하동","1013","1013","0000","광교더리브","84.8100","202505","13","111,750","6209","7","개인","개인","2013","센트럴파크로 34","-","중개거래","경기 수원시 영통구","25.12.01"
"4732","경기도 하남시 신장동","602","0602","0000","하남유니온시티에일린의뜰","84.9800","202505","13","97,800","106동","16","개인","개인","2017","하남유니온로 70","-","중개거래","경기 하남시","25.09.12"
"4733","경기도 수원시 영통구 하동","994","0994","0000","광교호수마을호반써밋","84.8500","202505","13","102,000","3008","2","개인","개인","2011","법조로 134","-","중개거래","경기 수원시 영통구","25.06.25"
"4734","경기도 수원시 장안구 정자동","950","0950","0000","화서역파크푸르지오","84.7000","202505","13","114,000","103","13","개인","개인","2021","대평로 27","-","중개거래","경기 수원시 장안구","25.11.18"
"4735","경기도 용인시 수지구 상현동","1113","1113","0000","광교더힐","84.8000","202505","13","102,500","4501","5","개인","개인","2014","광교마을로 11","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.09.23"
"4736","경기도 안양시 동안구 평촌동","899-7","0899","0007","향촌마을현대5차","84.7500","202505","13","110,800","106","7","개인","개인","1993","귀인로 213","-","중개거래","경기 안양시 동안구","25.07.18"
"4737","경기도 안양시 동안구 관양동","1651","1651","0000","동편마을(3단지)","84.9800","202505","13","101,000","306","19","개인","개인","2012","동편로 110","-","중개거래","경기 안양시 동안구","25.07.31"
"4738","경기도 용인시 기흥구 마북동","629","0629","0000","삼거마을삼성래미안1","84.9900","202505","13","95,000","103","12","개인","개인","2002","용구대로2394번길 27","-","중개거래","경기 용인시 기흥구","25.06.12"
"4739","경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","84.3852","202505","13","96,000","2203동","11","개인","개인","2016","미사강변서로 45","-","직거래","-","25.05.29"
"4740","경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","84.9468","202505","12","109,100","3308동","5","개인","개인","2019","미사강변서로 65","-","중개거래","경기 하남시","25.08.21"
"4741","경기도 안양시 동안구 호계동","1287","1287","0000","평촌더샵아이파크","74.9100","202505","12","99,000","103","4","개인","개인","2019","경수대로610번길 36","-","중개거래","경기 안양시 동안구, 경기 의왕시","25.07.28"
"4742","경기도 화성시 동탄구 여울동","972","0972","0000","동탄역 반도유보라 아이비파크6.0","84.9885","202505","12","101,500","804동","22","개인","개인","2017"," 479-12","-","중개거래","경기 , 경기 성남시 분당구","25.06.30"
"4743","경기도 안양시 동안구 평촌동","314","0314","0000","귀인마을현대홈타운","80.3740","202505","12","115,000","104","6","개인","개인","2002","귀인로 208","-","중개거래","경기 안양시 동안구","25.07.24"
"4744","경기도 안양시 동안구 평촌동","898-2","0898","0002","초원마을대림","84.9200","202505","12","100,000","206","5","개인","개인","1993","귀인로 237","-","중개거래","경기 안양시 동안구","25.05.26"
"4745","경기도 성남시 분당구 정자동","112","0112","0000","한솔마을(5단지)(주공)","74.9100","202505","12","112,000","508","8","개인","개인","1994","정자로 115","-","중개거래","경기 성남시 분당구","25.08.11"
"4746","경기도 하남시 망월동","1060","1060","0000","미사강변푸르지오","74.9901","202505","12","115,000","110동","11","개인","개인","2016","미사강변대로 165","-","중개거래","경기 하남시","25.08.29"
"4747","경기도 광명시 철산동","637","0637","0000","철산푸르지오하늘채","84.9990","202505","12","112,500","-","24","개인","개인","2010","디지털로 24","20250526","중개거래","경기 광명시","-"
"4748","경기도 광명시 철산동","637","0637","0000","철산푸르지오하늘채","84.9990","202505","12","112,500","108","24","개인","개인","2010","디지털로 24","-","중개거래","경기 광명시","25.08.29"
"4749","경기도 하남시 망월동","910","0910","0000","미사강변파밀리에","74.8000","202505","12","96,500","1501","26","개인","개인","2014","아리수로 589","-","중개거래","경기 하남시","25.07.10"
"4750","경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","84.3852","202505","12","96,800","-","22","개인","개인","2016","미사강변서로 45","20250609","중개거래","경기 하남시, 서울 송파구","-"
"4751","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","84.9500","202505","11","110,000","203","17","개인","개인","2021","성복1로 35","-","중개거래","경기 용인시 수지구","25.07.04"
"4752","경기도 수원시 영통구 이의동","1370","1370","0000","광교에듀포레","75.5500","202505","11","100,600","5002","1","개인","개인","2014","에듀타운로 7","-","중개거래","경기 수원시 영통구","25.07.24"
"4753","경기도 광명시 철산동","241","0241","0000","주공13","83.7000","202505","11","98,000","1311","3","개인","개인","1986","철산로 57","-","중개거래","경기 광명시","25.07.14"
"4754","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9200","202505","11","108,500","103","11","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","25.08.20"
"4755","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.9500","202505","11","98,000","104","12","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","25.09.01"
"4756","경기도 용인시 수지구 동천동","산151-2","0151","0002","더샵동천이스트포레","84.9571","202505","11","101,000","109동","8","개인","개인","2020","수풍로 89","-","중개거래","경기 용인시 수지구","25.09.05"
"4757","경기도 광명시 하안동","863","0863","0000","광명 두산위브 트레지움","84.9962","202505","11","102,000","108","25","개인","개인","2009","광덕산로 26","-","중개거래","경기 광명시","25.07.16"
"4758","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","74.9800","202505","11","114,800","105","18","개인","개인","2020","수정로 319","-","중개거래","경기 성남시 수정구","25.08.20"
"4759","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","74.9600","202505","10","115,000","131","6","개인","개인","2020","수정로 319","-","중개거래","경기 성남시 수정구","25.08.21"
"4760","경기도 남양주시 다산동","6028","6028","0000","다산자이아이비플레이스","84.7021","202505","10","100,000","1503동","32","개인","개인","2021","다산중앙로 153","-","직거래","-","25.06.09"
"4761","경기도 광명시 철산동","637","0637","0000","철산푸르지오하늘채","84.9930","202505","10","108,000","112","8","개인","개인","2010","디지털로 24","-","중개거래","경기 광명시","25.07.14"
"4762","경기도 화성시 동탄구 여울동","1020","1020","0000","동탄역린스트라우스","84.8421","202505","10","107,500","-","33","개인","개인","2018"," 102","-","중개거래","경기 ","-"
"4763","경기도 안산시 단원구 고잔동","782","0782","0000","안산레이크타운푸르지오","84.6732","202505","10","97,300","110동","34","개인","개인","2016","광덕동로 25","-","중개거래","경기 안산시 단원구","25.07.21"
"4764","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","74.9600","202505","10","115,000","115","18","개인","개인","2020","수정로 319","-","중개거래","경기 성남시 수정구","25.11.20"
"4765","경기도 하남시 망월동","1162","1162","0000","미사강변 골든 센트로","74.9600","202505","10","99,000","2801","17","개인","개인","2014","미사강변동로 50","-","중개거래","경기 하남시","25.07.15"
"4766","경기도 용인시 수지구 동천동","932","0932","0000","래미안이스트팰리스3단지","84.9900","202505","10","103,000","1313","5","개인","개인","2010","동천로135번길 21","-","중개거래","경기 용인시 수지구","25.08.25"
"4767","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.9554","202505","10","95,000","103동","31","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","25.05.28"
"4768","경기도 광명시 하안동","863","0863","0000","광명 두산위브 트레지움","84.9861","202505","10","101,500","102","34","개인","개인","2009","광덕산로 26","-","중개거래","경기 광명시","25.08.22"
"4769","경기도 수원시 영통구 하동","1013","1013","0000","광교더리브","84.9200","202505","10","101,000","6207","2","개인","개인","2013","센트럴파크로 34","-","중개거래","경기 수원시 영통구","25.08.12"
"4770","경기도 용인시 수지구 풍덕천동","1060","1060","0000","신정7단지(상록)공무원","84.9800","202505","10","104,500","704","15","개인","개인","2000","풍덕천로 75","-","중개거래","경기 용인시 수지구","25.08.14"
"4771","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.8800","202505","10","97,500","105","17","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","25.09.29"
"4772","경기도 안양시 동안구 호계동","1287","1287","0000","평촌더샵아이파크","84.9800","202505","10","107,300","106","5","개인","개인","2019","경수대로610번길 36","-","중개거래","경기 안양시 동안구","25.05.30"
"4773","경기도 화성시 동탄구 여울동","971","0971","0000","동탄역반도유보라아이비파크7.0","76.1872","202505","10","99,000","-","11","개인","개인","2019"," 63","20250820","중개거래","경기 ","-"
"4774","경기도 용인시 수지구 풍덕천동","1167","1167","0000","진산마을삼성5차","84.2102","202505","10","96,000","526","7","개인","개인","2003","진산로66번길 10","-","중개거래","경기 용인시 수지구","25.07.24"
"4775","경기도 하남시 감일동","519","0519","0000","감일금강펜테리움센트럴파크","84.9100","202505","10","101,000","205","11","개인","개인","2021","신우실로 15","-","중개거래","경기 하남시","25.08.01"
"4776","경기도 수원시 영통구 하동","1013","1013","0000","광교더리브","84.9200","202505","10","105,000","6206","5","개인","개인","2013","센트럴파크로 34","-","중개거래","경기 수원시 영통구","25.06.02"
"4777","경기도 하남시 감일동","519","0519","0000","감일금강펜테리움센트럴파크","84.9100","202505","10","101,000","-","11","개인","개인","2021","신우실로 15","20250513","중개거래","경기 하남시","-"
"4778","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","74.9600","202505","10","113,000","108","7","개인","개인","2020","수정로 319","-","중개거래","경기 성남시 수정구","25.07.09"
"4779","경기도 의왕시 포일동","646","0646","0000","인덕원숲속마을4단지","84.8200","202505","10","109,000","403","15","개인","개인","2011","포일세거리로 73","-","중개거래","경기 의왕시","25.08.29"
"4780","경기도 화성시 동탄구 여울동","984","0984","0000","동탄역동원로얄듀크비스타3차","84.9963","202505","10","98,300","601동","16","개인","개인","2020"," 1062","-","중개거래","경기 ","25.08.29"
"4781","경기도 화성시 동탄구 여울동","971","0971","0000","동탄역반도유보라아이비파크7.0","76.1872","202505","10","99,000","102동","11","개인","개인","2019"," 63","-","중개거래","경기 ","25.09.08"
"4782","경기도 용인시 수지구 동천동","932","0932","0000","래미안이스트팰리스3단지","84.9900","202505","10","105,000","1307","11","개인","법인","2010","동천로135번길 21","-","중개거래","경기 용인시 수지구, 서울 마포구","25.08.12"
"4783","경기도 의왕시 내손동","844","0844","0000","인덕원 센트럴 자이 1단지","84.9820","202505","10","100,000","105","8","개인","개인","2009","내손로 13","-","중개거래","경기 안양시 동안구, 경기 의왕시","25.08.08"
"4784","경기도 광명시 철산동","634","0634","0000","철산래미안자이","84.6600","202505","10","102,000","108","16","개인","개인","2009","디지털로 56","-","중개거래","경기 광명시","25.06.24"
"4785","경기도 하남시 감이동","448","0448","0000","감일파크센트레빌","74.7200","202505","09","114,000","403동","9","개인","개인","2021","감일순환로 190","-","중개거래","경기 하남시, 서울 송파구","25.06.30"
"4786","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.9554","202505","09","98,500","104동","9","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","25.08.05"
"4787","경기도 고양시 덕양구 덕은동","679","0679","0000","DMC한강자이더헤리티지","84.8288","202505","09","103,000","102동","22","개인","개인","2022","대덕산로 20","-","직거래","-","25.05.09"
"4788","경기도 성남시 분당구 정자동","194","0194","0000","정든마을(7단지)(한진)","68.0400","202505","09","113,800","703","5","개인","개인","1994","내정로 10","-","중개거래","경기 성남시 분당구","25.09.02"
"4789","경기도 광명시 광명동","787-4","0787","0004","광명아크포레자이위브","84.9935","202505","09","95,500","1106","6","개인","개인","2021","새터로 44-7","-","중개거래","경기 광명시","26.02.27"
"4790","경기도 의왕시 내손동","846","0846","0000","의왕내손e편한세상","84.7610","202505","09","96,600","1402","25","개인","개인","2012","내손로 57","-","중개거래","경기 의왕시","25.06.27"
"4791","경기도 안양시 동안구 평촌동","314","0314","0000","귀인마을현대홈타운","80.3740","202505","09","114,000","103","22","개인","개인","2002","귀인로 208","-","중개거래","경기 안양시 동안구","25.08.28"
"4792","경기도 안양시 동안구 호계동","1287","1287","0000","평촌더샵아이파크","84.9800","202505","09","111,000","112","18","개인","개인","2019","경수대로610번길 36","-","중개거래","경기 안양시 동안구","25.07.04"
"4793","경기도 용인시 수지구 동천동","BL-","0000","0000","동천센트럴자이","84.9694","202505","08","108,300","204","33","개인","개인","2019","고기로45번길 40-18","-","중개거래","경기 용인시 수지구","25.09.10"
"4794","경기도 안양시 동안구 비산동","1185","1185","0000","평촌자이아이파크","84.9890","202505","08","101,000","111","14","개인","개인","2021","비산로 22","-","중개거래","경기 안양시 동안구, 경기 안양시 만안구","25.09.10"
"4795","경기도 화성시 동탄구 청계동","512","0512","0000","동탄역 시범우남퍼스트빌아파트","84.9800","202505","08","110,000","907","37","개인","개인","2015","동탄대로시범길 276","-","중개거래","경기 화성시","25.07.29"
"4796","경기도 하남시 선동","436","0436","0000","미사강변 센트리버","84.7700","202505","08","104,000","713동","17","개인","개인","2016","미사강변대로 270","-","중개거래","경기 하남시","25.07.30"
"4797","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9200","202505","08","96,500","102","1","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","25.06.09"
"4798","경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","84.9468","202505","08","107,500","3308동","17","개인","개인","2019","미사강변서로 65","-","중개거래","경기 하남시","25.07.25"
"4799","경기도 성남시 분당구 서현동","308","0308","0000","효자촌(대우)","70.6860","202505","07","100,000","610","6","개인","개인","1994","불정로 362","-","중개거래","경기 성남시 분당구","25.08.14"
"4800","경기도 광명시 일직동","518","0518","0000","광명역파크자이","84.9636","202505","07","113,000","107동","36","개인","개인","2017","광명역로 26","-","중개거래","경기 광명시","25.08.01"
"4801","경기도 안양시 동안구 평촌동","898-2","0898","0002","초원마을대림","84.9200","202505","07","99,000","208","24","개인","개인","1993","귀인로 237","-","중개거래","경기 안양시 동안구","25.07.31"
"4802","경기도 안양시 동안구 비산동","1185","1185","0000","평촌자이아이파크","84.9856","202505","07","102,500","116","17","개인","개인","2021","비산로 22","-","중개거래","경기 안양시 동안구","25.06.30"
"4803","경기도 안양시 동안구 평촌동","932-6","0932","0006","꿈마을라이프","85.0000","202505","07","112,000","105","6","개인","개인","1992","귀인로 258","-","중개거래","경기 안양시 동안구","25.06.25"
"4804","경기도 성남시 분당구 서현동","308","0308","0000","효자촌(대우)","70.6860","202505","07","100,000","-","6","개인","개인","1994","불정로 362","20250627","중개거래","경기 성남시 분당구","-"
"4805","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","84.5600","202505","07","101,000","109","5","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구","25.08.26"
"4806","경기도 수원시 영통구 망포동","728","0728","0000","힐스테이트영통","84.5303","202505","07","101,500","120동","20","개인","개인","2017","덕영대로 1462-14","-","중개거래","경기 광명시, 경기 수원시 영통구","25.07.30"
"4807","경기도 안양시 동안구 평촌동","314","0314","0000","귀인마을현대홈타운","80.3740","202505","06","113,800","104","3","개인","개인","2002","귀인로 208","-","중개거래","경기 안양시 동안구","25.08.12"
"4808","경기도 용인시 수지구 성복동","819","0819","0000","성복역롯데캐슬클라시엘","84.9500","202505","06","109,000","203","9","개인","개인","2021","성복1로 35","-","중개거래","경기 용인시 수지구, 서울 마포구","25.06.02"
"4809","경기도 안양시 동안구 비산동","1103-4","1103","0004","은하수신성","84.6000","202505","06","95,500","305","15","개인","개인","1992","달안로 40","-","중개거래","경기 안양시 동안구","25.07.30"
"4810","경기도 용인시 수지구 동천동","BL-","0000","0000","동천센트럴자이","77.8324","202505","06","104,000","203","4","개인","개인","2019","고기로45번길 40-18","-","중개거래","경기 용인시 수지구","25.08.13"
"4811","경기도 성남시 중원구 금광동","1001","1001","0000","e편한세상금빛그랑메종1단지","74.7000","202505","06","98,000","108","8","개인","개인","2023","금광로 11","-","중개거래","경기 성남시 중원구, 서울 송파구","25.07.30"
"4812","경기도 수원시 영통구 망포동","728","0728","0000","힐스테이트영통","84.8897","202505","06","104,000","110동","21","개인","개인","2017","덕영대로 1462-14","-","중개거래","경기 수원시 영통구","25.08.25"
"4813","경기도 용인시 수지구 풍덕천동","1198","1198","0000","래미안수지이스트파크","84.9800","202505","06","101,000","108동","1","개인","개인","2015","신수로683번길 19","-","중개거래","경기 용인시 수지구","25.10.24"
"4814","경기도 수원시 장안구 정자동","950","0950","0000","화서역파크푸르지오","84.8100","202505","06","112,800","113","6","개인","개인","2021","대평로 27","-","중개거래","경기 수원시 장안구","25.06.30"
"4815","경기도 고양시 덕양구 지축동","904","0904","0000","지축역센트럴푸르지오","84.8637","202505","06","98,000","105동","15","개인","개인","2019","지축로 55","-","중개거래","경기 고양시 덕양구","25.07.25"
"4816","경기도 광명시 광명동","788-1","0788","0001","광명푸르지오센트베르","84.4559","202505","06","107,000","-","26","개인","개인","2022","새터로 27","20250513","중개거래","경기 광명시","-"
"4817","경기도 광명시 광명동","788-1","0788","0001","광명푸르지오센트베르","84.4559","202505","06","107,000","104","26","개인","개인","2022","새터로 27","-","중개거래","경기 광명시","25.07.22"
"4818","경기도 하남시 풍산동","471","0471","0000","미사강변센트럴풍경채","84.9468","202505","06","108,000","3303동","20","개인","개인","2019","미사강변서로 65","-","중개거래","경기 하남시","25.07.28"
"4819","경기도 의왕시 내손동","844","0844","0000","인덕원 센트럴 자이 1단지","84.9090","202505","05","99,000","106","6","개인","개인","2009","내손로 13","-","중개거래","경기 의왕시","25.06.02"
"4820","경기도 성남시 수정구 신흥동","6951","6951","0000","산성역포레스티아","74.9800","202505","04","114,000","110","17","개인","개인","2020","수정로 319","-","중개거래","경기 성남시 수정구","25.07.07"
"4821","경기도 용인시 수지구 상현동","1115","1115","0000","광교경남아너스빌","84.8280","202505","03","113,700","4307","13","개인","개인","2011","광교마을로 2","-","중개거래","경기 용인시 수지구","25.07.04"
"4822","경기도 용인시 수지구 풍덕천동","1183","1183","0000","정자뜰마을태영데시앙1차","84.6580","202505","03","97,500","102","18","개인","개인","2004","수지로 166","-","중개거래","경기 용인시 수지구","25.08.11"
"4823","경기도 하남시 풍산동","477","0477","0000","미사강변동원로얄듀크","84.3852","202505","03","97,000","2206동","18","개인","개인","2016","미사강변서로 45","-","중개거래","경기 하남시","25.09.11"
"4824","경기도 안양시 동안구 관양동","1651","1651","0000","동편마을(3단지)","84.9700","202505","03","96,000","315","3","개인","개인","2012","동편로 110","-","중개거래","경기 안양시 동안구","25.07.29"
"4825","경기도 군포시 산본동","1240","1240","0000","래미안하이어스","84.9500","202505","03","97,000","110","16","개인","개인","2010","금산로 91","-","중개거래","경기 군포시","25.08.13"
"4826","경기도 성남시 분당구 대장동","641","641","0000","판교더샵포레스트12단지","84.9852","202505","03","109,750","-","19","개인","개인","2021","판교대장로5길 30","20250529","중개거래","경기 성남시 분당구","-"
"4827","경기도 성남시 중원구 여수동","600","0600","0000","센트럴타운(3단지)","74.9500","202505","03","115,000","304","6","개인","개인","2012","성남대로 1000","-","중개거래","경기 성남시 중원구, 서울 동작구","25.06.20"
"4828","경기도 성남시 수정구 고등동","592","0592","0000","판교밸리호반써밋","84.9132","202505","03","100,000","215동","4","개인","개인","2019","고등로 34","-","중개거래","경기 성남시 분당구","25.06.11"
"4829","경기도 하남시 망월동","910","0910","0000","미사강변파밀리에","84.8500","202505","03","99,000","1503","22","개인","개인","2014","아리수로 589","-","중개거래","경기 하남시, 서울 강동구","25.07.14"
"4830","경기도 하남시 망월동","1034","1034","0000","미사강변루나리움","84.9900","202505","03","97,000","505동","17","개인","개인","2015","아리수로 499","-","중개거래","경기 하남시","25.07.31"
"4831","경기도 성남시 분당구 대장동","641","641","0000","판교더샵포레스트12단지","84.9852","202505","03","109,750","1206","19","개인","개인","2021","판교대장로5길 30","-","중개거래","경기 성남시 분당구","25.07.24"
"4832","경기도 하남시 풍산동","573","0573","0000","신안인스빌","84.3282","202505","03","105,000","3208동","17","개인","개인","2019","미사강변동로 19","-","중개거래","경기 하남시","25.07.11"
"4833","경기도 용인시 수지구 동천동","가-","0000","0000","동천자이","84.9554","202505","03","98,000","108동","22","개인","개인","2018","고기로 89","-","중개거래","경기 용인시 수지구","25.06.12"
"4834","경기도 화성시 동탄구 여울동","1020","1020","0000","동탄역린스트라우스","84.2656","202505","03","106,800","103동","24","개인","개인","2018"," 102","-","중개거래","경기 , 경기 화성시 동탄구","25.07.30"
"4835","경기도 성남시 중원구 금광동","1016","1016","0000","e편한세상금빛그랑메종4단지","84.5600","202505","03","95,200","401","16","개인","개인","2023","금광로 71","-","중개거래","경기 성남시 수정구, 경기 성남시 중원구","25.09.19"
"4836","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9200","202505","03","107,000","103","17","개인","개인","2022","광명로 176","-","중개거래","경기 화성시","25.06.13"
"4837","경기도 용인시 수지구 상현동","1113","1113","0000","광교더힐","84.9700","202505","02","99,000","4505","20","개인","개인","2014","광교마을로 11","-","중개거래","경기 성남시 분당구, 경기 용인시 수지구","25.08.14"
"4838","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.9600","202505","02","95,500","-","10","개인","개인","2016","미사강변서로 127","20250510","중개거래","경기 하남시","-"
"4839","경기도 안산시 단원구 고잔동","782","0782","0000","안산레이크타운푸르지오","84.6732","202505","02","97,000","-","27","개인","개인","2016","광덕동로 25","20250626","중개거래","경기 안산시 단원구","-"
"4840","경기도 용인시 수지구 풍덕천동","1198","1198","0000","래미안수지이스트파크","84.8800","202505","02","98,500","106동","1","개인","개인","2015","신수로683번길 19","-","중개거래","경기 용인시 수지구","25.06.30"
"4841","경기도 하남시 망월동","1162","1162","0000","미사강변 골든 센트로","84.6200","202505","02","96,000","2804","3","개인","개인","2014","미사강변동로 50","-","중개거래","경기 하남시","25.07.30"
"4842","경기도 하남시 망월동","1050","1050","0000","미사강변 센텀팰리스","84.9600","202505","02","95,500","1812동","10","개인","개인","2016","미사강변서로 127","-","중개거래","경기 하남시","25.07.25"
"4843","경기도 성남시 분당구 금곡동","125","0125","0000","청솔마을(공무원)","66.6000","202505","02","95,000","504","3","개인","개인","1994","금곡로 263","-","중개거래","경기 성남시 분당구","25.07.03"
"4844","경기도 광명시 하안동","864","0864","0000","이편한세상센트레빌","84.9750","202505","02","97,500","106","23","개인","개인","2010","오리로 801","-","중개거래","경기 광명시","25.08.05"
"4845","경기도 성남시 분당구 대장동","638","638","0000","판교더샵포레스트11단지","84.9950","202505","02","109,600","1101","3","개인","개인","2021","판교대장로5길 58","-","중개거래","경기 성남시 분당구","25.07.25"
"4846","경기도 고양시 덕양구 덕은동","658","0658","0000","DMC한강숲중흥S-CLASS","84.9693","202505","02","96,000","101동","7","개인","개인","2022","대덕산로 123","-","중개거래","경기 고양시 덕양구, 서울 용산구","25.07.21"
"4847","경기도 성남시 분당구 서현동","308","0308","0000","효자촌(럭키)","70.6860","202505","02","105,000","605","16","개인","개인","1994","불정로 362","-","중개거래","경기 성남시 분당구","25.06.13"
"4848","경기도 광명시 철산동","637","0637","0000","철산푸르지오하늘채","84.9990","202505","02","108,000","108","6","개인","개인","2010","디지털로 24","-","중개거래","경기 광명시","25.07.21"
"4849","경기도 성남시 중원구 중앙동","3001","3001","0000","신흥역하늘채랜더스원1단지","74.9700","202505","01","108,000","108","14","개인","개인","2022","광명로 176","-","중개거래","경기 성남시 중원구","25.07.24"
